date;Heat Flux;T1;T2;U;Analysis period;U24;U2/3s;U2/3e;
2019-03-02 01:32:35;1.45929765701294;21.125;8;0.741179688998351;1;1;1;1;
2019-03-02 01:42:35;1.45929765701294;21.125;7.625;0.736524028835221;1;1;1;1;
2019-03-02 01:52:35;1.32031691074371;21.0625;7.625;0.731885924410046;1;1;1;1;
2019-03-02 02:02:35;1.32031691074371;21.125;7.3125;0.727168341253755;1;1;1;1;
2019-03-02 02:12:35;1.18133616447449;21;7.125;0.722422087736381;1;1;1;1;
2019-03-02 02:22:35;1.32031691074371;21.0625;7;0.717747822353178;1;1;1;1;
2019-03-02 02:32:35;0.90337473154068;21;7;0.71294709016044;1;1;1;1;
2019-03-02 02:42:35;0.90337473154068;20.9375;6.9375;0.708216407409853;1;1;1;1;
2019-03-02 02:52:35;1.04235541820526;20.9375;6.625;0.703512415731152;1;1;1;1;
2019-03-02 03:02:35;0.90337473154068;20.875;6.4375;0.698761352857576;1;1;1;1;
2019-03-02 03:12:35;0.90337473154068;20.875;6.375;0.694058099531941;1;1;1;1;
2019-03-02 03:22:35;0.625413239002228;20.875;6.25;0.689239642310201;1;1;1;1;
2019-03-02 03:32:35;1.04235541820526;20.875;6.25;0.68470132546592;1;1;1;1;
2019-03-02 03:42:35;1.18133616447449;20.875;6.25;0.680298461287728;1;1;1;1;
2019-03-02 03:52:35;0.90337473154068;20.875;6.0625;0.675759068091076;1;1;1;1;
2019-03-02 04:02:35;0.90337473154068;20.75;6.125;0.671347571338784;1;1;1;1;
2019-03-02 04:12:35;0.486432552337646;20.75;6.125;0.666795641247452;1;1;1;1;
2019-03-02 04:22:35;0.90337473154068;20.75;6.3125;0.662570296972832;1;1;1;1;
2019-03-02 04:32:35;0.625413239002228;20.75;6.5;0.658329311557909;1;1;1;1;
2019-03-02 04:42:35;0.625413239002228;20.75;6.5625;0.654165606890577;1;1;1;1;
2019-03-02 04:52:35;0.764393985271454;20.75;6.5;0.650104643116502;1;1;1;1;
2019-03-02 05:02:35;0.625413239002228;20.75;6.25;0.645956603014611;1;1;1;1;
2019-03-02 05:12:35;0.625413239002228;20.75;5.9375;0.641770992276263;1;1;1;1;
2019-03-02 05:22:35;0.625413239002228;20.625;6;0.637698596205238;1;1;1;1;
2019-03-02 05:32:35;0.486432552337646;20.6875;5.75;0.633525619009334;1;1;1;1;
2019-03-02 05:42:35;0.34745180606842;20.625;5.75;0.629364114297415;1;1;1;1;
2019-03-02 05:52:35;0.486432552337646;20.625;5.75;0.625322281930893;1;1;1;1;
2019-03-02 06:02:35;0.208471089601517;20.625;5.5625;0.621156426594872;1;1;1;1;
2019-03-02 06:12:35;0.486432552337646;20.625;5.5;0.617154491159587;1;1;1;1;
2019-03-02 06:22:35;0.34745180606842;20.625;5.4375;0.613127460695151;1;1;1;1;
2019-03-02 06:32:35;0.34745180606842;20.625;5.375;0.609137767821438;1;1;1;1;
2019-03-02 06:42:35;0.486432552337646;20.625;5.375;0.605262817493744;1;1;1;1;
2019-03-02 06:52:35;0.486432552337646;20.625;5.5625;0.601488857610211;1;1;1;1;
2019-03-02 07:02:35;2.84910488128662;21.375;5.625;0.598611913064265;1;1;1;1;
2019-03-02 07:12:35;3.82196998596191;21.875;5.8125;0.59611334867044;1;1;1;1;
2019-03-02 07:22:35;4.51687335968018;22;6.125;0.5939945112104;1;1;1;1;
2019-03-02 07:32:35;3.6829891204834;22;6.75;0.59170685202305;1;1;1;1;
2019-03-02 07:42:35;3.96095061302185;22.0625;7.25;0.589675310402742;1;1;1;1;
2019-03-02 07:52:35;3.96095061302185;22.125;7.875;0.58780802470443;1;1;1;1;
2019-03-02 08:02:35;4.37789297103882;22.25;8.5;0.586259698435566;1;1;1;1;
2019-03-02 08:12:35;4.37789297103882;22.3125;8.8125;0.58478982267056;1;1;1;1;
2019-03-02 08:22:35;4.79483509063721;22.375;9.25;0.583599120696482;1;1;1;1;
2019-03-02 08:32:35;4.93381595611572;22.5;10;0.582628118849991;1;1;1;1;
2019-03-02 08:42:35;5.62871932983398;22.5625;10.3125;0.582010887383933;1;1;1;1;
2019-03-02 08:52:35;5.7677001953125;22.625;10.5;0.58148598957933;1;1;1;1;
2019-03-02 09:02:35;5.48973846435547;22.625;11.4375;0.581074342586093;1;1;1;1;
2019-03-02 09:12:35;5.48973846435547;22.6875;11.1875;0.580593206337829;1;1;1;1;
2019-03-02 09:22:35;6.3236231803894;22.6875;11.625;0.580553368332067;1;1;1;1;
